226.554847992	7
226.555847992	5
226.556847992	8
226.557847992	8
226.558847992	12
226.559847992	7
226.560847992	11
226.561847992	8
226.562847992	7
226.563847992	5
226.564847992	12
226.565847992	3
226.566847992	7
226.567847992	17
226.568847992	11
226.569847992	9
226.570847992	7
226.571847992	8
226.572847992	11
226.573847992	9
226.574847992	13
226.575847992	17
226.576847992	13
226.577847992	15
226.578847992	18
226.579847992	19
226.580847992	15
226.581847992	13
226.582847992	17
226.583847992	18
226.584847992	16
226.585847992	30
226.586847992	21
226.587847992	29
226.588847992	28
226.589847992	33
226.590847992	46
226.591847992	35
226.592847992	54
226.593847992	38
226.594847992	34
226.595847992	32
226.596847992	30
226.597847992	26
226.598847992	36
226.599847992	28
226.600847992	20
226.601847992	24
226.602847992	21
226.603847992	17
226.604847992	15
226.605847992	20
226.606847992	18
226.607847992	15
226.608847992	15
226.609847992	21
226.610847992	10
226.611847992	15
226.612847992	13
226.613847992	14
226.614847992	9
226.615847992	12
226.616847992	9
226.617847992	13
226.618847992	12
226.619847992	7
226.620847992	14
226.621847992	15
226.622847992	14
226.623847992	11
226.624847992	13
226.625847992	21
226.626847992	13
226.627847992	21
226.628847992	18
226.629847992	17
226.630847992	17
226.631847992	9
226.632847992	13
226.633847992	13
226.634847992	13
226.635847992	15
226.636847992	8
226.637847992	8
226.638847992	9
226.639847992	12
226.640847992	14
226.641847992	13
226.642847992	9
226.643847992	7
226.644847992	13
226.645847992	15
226.646847992	3
226.647847992	8
226.648847992	15
226.649847992	8
226.650847992	14
226.651847992	11
226.652847992	16
226.653847992	7
226.654847992	8
226.655847992	9
226.656847992	15
226.657847992	9
226.658847992	13
226.659847992	12
226.660847992	9
226.661847992	10
226.662847992	9
226.663847992	3
226.664847992	11
226.665847992	5
226.666847992	8
226.667847992	9
226.668847992	9
226.669847992	6
226.670847992	6
226.671847992	6
226.672847992	4
226.673847992	5
226.674847992	4
226.675847992	4
226.676847992	8
