35.8076620126	20
35.8126620126	25
35.8176620126	18
35.8226620126	12
35.8276620126	15
35.8326620126	18
35.8376620126	21
35.8426620126	18
35.8476620126	9
35.8526620126	17
35.8576620126	12
35.8626620126	17
35.8676620126	17
35.8726620126	17
35.8776620126	17
35.8826620126	16
35.8876620126	13
35.8926620126	16
35.8976620126	22
35.9026620126	21
35.9076620126	22
35.9126620126	16
35.9176620126	18
35.9226620126	20
35.9276620126	20
35.9326620126	15
35.9376620126	20
35.9426620126	15
35.9476620126	8
35.9526620126	17
35.9576620126	13
35.9626620126	18
35.9676620126	20
35.9726620126	27
35.9776620126	10
35.9826620126	15
35.9876620126	15
35.9926620126	17
35.9976620126	15
36.0026620126	23
36.0076620126	14
36.0126620126	18
36.0176620126	21
36.0226620126	11
36.0276620126	11
36.0326620126	18
36.0376620126	22
36.0426620126	14
36.0476620126	16
36.0526620126	11
36.0576620126	16
36.0626620126	18
36.0676620126	12
36.0726620126	18
36.0776620126	16
36.0826620126	13
36.0876620126	16
36.0926620126	14
36.0976620126	14
36.1026620126	16
36.1076620126	20
36.1126620126	18
36.1176620126	20
36.1226620126	20
36.1276620126	15
36.1326620126	21
36.1376620126	13
36.1426620126	16
36.1476620126	12
36.1526620126	16
36.1576620126	16
36.1626620126	16
36.1676620126	19
36.1726620126	24
36.1776620126	14
36.1826620126	18
36.1876620126	19
36.1926620126	22
36.1976620126	11
36.2026620126	13
36.2076620126	16
36.2126620126	28
36.2176620126	15
36.2226620126	17
36.2276620126	16
36.2326620126	24
36.2376620126	19
36.2426620126	13
36.2476620126	22
36.2526620126	13
36.2576620126	15
36.2626620126	10
36.2676620126	18
36.2726620126	17
36.2776620126	18
36.2826620126	20
36.2876620126	28
36.2926620126	17
36.2976620126	15
36.3026620126	23
36.3076620126	15
36.3126620126	12
36.3176620126	18
36.3226620126	14
36.3276620126	20
36.3326620126	23
36.3376620126	20
36.3426620126	16
36.3476620126	12
36.3526620126	16
36.3576620126	18
36.3626620126	14
36.3676620126	11
36.3726620126	19
36.3776620126	20
36.3826620126	21
36.3876620126	14
36.3926620126	18
36.3976620126	17
36.4026620126	14
36.4076620126	17
36.4126620126	17
36.4176620126	16
36.4226620126	16
36.4276620126	21
36.4326620126	18
36.4376620126	17
36.4426620126	18
36.4476620126	11
36.4526620126	13
36.4576620126	17
36.4626620126	17
36.4676620126	17
36.4726620126	15
36.4776620126	17
36.4826620126	22
36.4876620126	24
36.4926620126	18
36.4976620126	12
36.5026620126	14
36.5076620126	17
36.5126620126	21
36.5176620126	18
36.5226620126	11
36.5276620126	17
36.5326620126	15
36.5376620126	18
36.5426620126	16
36.5476620126	11
36.5526620126	21
36.5576620126	13
36.5626620126	13
36.5676620126	17
36.5726620126	12
36.5776620126	20
36.5826620126	26
36.5876620126	22
36.5926620126	27
36.5976620126	27
36.6026620126	21
36.6076620126	26
36.6126620126	74
36.6176620126	103
36.6226620126	52
36.6276620126	28
36.6326620126	41
36.6376620126	44
36.6426620126	99
36.6476620126	78
36.6526620126	62
36.6576620126	33
36.6626620126	19
36.6676620126	27
36.6726620126	18
36.6776620126	21
36.6826620126	25
36.6876620126	25
36.6926620126	21
36.6976620126	25
36.7026620126	22
36.7076620126	20
36.7126620126	22
36.7176620126	13
36.7226620126	15
36.7276620126	20
36.7326620126	13
36.7376620126	15
36.7426620126	14
36.7476620126	13
36.7526620126	10
36.7576620126	17
36.7626620126	15
36.7676620126	18
36.7726620126	9
36.7776620126	17
36.7826620126	18
36.7876620126	14
36.7926620126	16
36.7976620126	12
36.8026620126	16
36.8076620126	19
36.8126620126	20
36.8176620126	20
36.8226620126	18
36.8276620126	11
36.8326620126	18
36.8376620126	18
36.8426620126	18
36.8476620126	17
36.8526620126	25
36.8576620126	23
36.8626620126	22
36.8676620126	22
36.8726620126	17
36.8776620126	7
36.8826620126	23
36.8876620126	18
36.8926620126	18
36.8976620126	14
36.9026620126	20
36.9076620126	23
36.9126620126	20
36.9176620126	23
36.9226620126	13
36.9276620126	17
36.9326620126	23
36.9376620126	19
36.9426620126	14
36.9476620126	19
36.9526620126	23
